country,state,abbv,county,city,address,zipcode,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr
United States,Washington,WA,Skagit,ANACORTES,1211 24TH STREET,98221,132352,ISLAND HOSPITAL HOME HEALTH,507107,1996-04-05,Government - State/ County,2011-04-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Snohomish,EVERETT,10530 - 19TH AVENUE SE,98208,132727,ALPHA NURSING AND SERVICES INC,507108,1996-05-10,Proprietary,2011-05-10,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Spokane,SPOKANE,9715 NORTH NEVADA STREET,99218,133377,INTREPID USA HEALTHCARE SERVICES,507109,1996-08-08,Proprietary,2011-08-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Asotin,CLARKSTON,1370 BRIDGE STREET,99403,132577,ELITE HOME HEALTH,507111,1997-08-01,Proprietary,2012-08-01,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Washington,WA,Yakima,YAKIMA,409 N SECOND ST,98901,133602,MOUNTAINVIEW HOME HEALTH,507115,2004-10-14,Proprietary,2006-10-14,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Clark,VANCOUVER,2911 SE VILLAGE LOOP,98683,133502,TOUCHMARK AT FAIRWAY VILLAGE HOME HEALTH,507117,2005-02-01,Proprietary,2007-02-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Spokane,SPOKANE,2929 S WATERFORD DR,99203,133302,WATERFORD ON SOUTH HILL HOME HEALTH,507118,2007-07-27,Proprietary,2009-07-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Spokane,SPOKANE,919 SOUTH RAYMOND ROAD,99206,133327,SUNSHINE HOME HEALTH CARE,507119,2010-06-25,Proprietary,2012-06-25,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,KIRKLAND,4910 111TH AVE NE,98033,132877,HARVARD PARTNERS LLC,507120,2012-01-27,Proprietary,2014-01-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,SEATTLE,7500 SEWARD PARK AVE S,98118,133177,KLINE GALLAND HOME HEALTH,507121,2013-04-12,Non - Profit Private,2015-04-12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,AUBURN,1833 AUBURN WAY NORTH SUITE G,98002,132377,VOTO HEALTHCARE INC,507122,2013-05-08,Proprietary,2015-05-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Pierce,UNIVERSITY PLACE,2901 BRIDGEPORT W WAY,98466,133452,CHI FRANCISCAN HEALTH AT HOME,507124,2015-06-05,Proprietary,2015-06-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,BURIEN,801 SW 150TH STREET #102,98166,132527,ENVISION HOME HEALTH,507125,2015-06-15,Proprietary,2015-06-15,YES,YES,YES,NO,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,SEATTLE,201 16TH AVE EAST CWB-C140,98112,133152,GROUP HEALTH HOME HEALTH & HOSPICE,507007,1966-07-01,Non - Profit Private,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Grays Harbor,HOQUIAM,201 7TH STREET,98550,132802,HARBORS HOME HEALTH / HOSPICE,507020,1966-08-05,Non - Profit Private,1996-08-05,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Washington,WA,Spokane,LIBERTY LAKE,22820 EAST APPLEWAY AVENUE,99019,132927,KINDRED AT HOME,507021,1966-08-05,Proprietary,1996-08-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Yankton,YANKTON,501 SUMMIT,57078,109052,AVERA AT HOME,437006,1968-01-01,Non - Profit Other,1998-01-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Tripp,WINNER,245 MAIN STREET,57580,109027,WINNER REGIONAL HOME HEALTH AGENCY,437009,1977-08-10,Non - Profit Private,2007-08-10,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Beadle,HURON,172 4TH ST SE,57350,108577,HURON REGIONAL MEDICAL CTR HHA,437008,1978-07-01,Non - Profit Private,2008-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Codington,WATERTOWN,401 9TH AVE NW  POST OFFICE BOX 1210,57201,109002,PRAIRIE LAKES HOME HEALTH,437019,1984-07-31,Non - Profit Private,2004-07-31,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,South Dakota,SD,Brown,ABERDEEN,201 S LLOYD ST STE 210 W  POST OFFICE BOX 4450,57402,108377,AVERA AT HOME,437024,1984-11-07,Non - Profit Other,2004-11-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Hand,MILLER,318 WEST 5TH STREET,57362,108677,AVERA AT HOME,437020,1984-11-20,Non - Profit Private,2004-11-20,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Brookings,BROOKINGS,300 22ND AVE,57006,108452,BROOKINGS HOSPITAL HHA,437030,1985-08-21,Government - Local,2005-08-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Lawrence,SPEARFISH,1440 NORTH MAIN,57783,108952,SPEARFISH REGIONAL HOSPITAL HOME CARE,437037,1992-03-05,Non - Profit Private,2007-03-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Pennington,RAPID CITY,255 TEXAS ST,57701,108752,WESTHILLS VILLAGE HOME HEALTH,437039,1992-03-23,Non - Profit Private,2007-03-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Pennington,RAPID CITY,725 INDIANA ST,57701,108752,INTERIM HEALTHCARE,437047,1994-02-04,Proprietary,2009-02-04,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Pennington,RAPID CITY,1301 W OMAHA STE 205,57701,108752,STATE HOME CARE SERVICES-SUBUNIT,437300,2002-07-11,Proprietary,2004-07-11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Pennington,RAPID CITY,224 ELK ST,57701,108752,RAPID CITY REGIONAL HOSPITAL HOME CARE,437003,1966-07-01,Non - Profit Private,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Bennett,MARTIN,102 MAJOR ALLEN STREET POST OFFICE BOX 70,57551,108627,BENNETT COUNTY HOME HEALTH AGENCY,437040,1992-09-10,Non - Profit Private,2007-09-10,YES,YES,NO,YES,Not Available,
United States,South Dakota,SD,Davison,MITCHELL,525 NORTH FOSTER,57301,108702,AVERA AT HOME,437041,1992-10-21,Non - Profit Other,2007-10-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Davison,MITCHELL,910 S EDGERTON,57301,108702,DAKOTA PHYSICAL THERAPY HOME HEALTH CARE,437077,2001-09-12,Proprietary,2003-09-12,YES,YES,YES,NO,Not Available,
United States,South Dakota,SD,Hughes,PIERRE,801 E SIOUX AVE,57501,108727,AVERA AT HOME,437046,1993-12-21,Non - Profit Other,2008-12-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Minnehaha,SIOUX FALLS,900 E 20TH ST STE 317,57105,108877,STATE HOME CARE SERVICES INC,437051,1994-08-17,Proprietary,2009-08-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Minnehaha,SIOUX FALLS,3700 S KIWANIS AVE  STE 4,57105,108877,GOOD SAMARITAN SOCIETY - HOME CARE,437075,1997-07-15,Non - Profit Religious,2012-07-15,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Grant,MILBANK,901 EAST VIRGIL AVE,57252,108652,AVERA AT HOME,437053,1994-09-09,Non - Profit Other,2009-09-09,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Lake,MADISON,728 S WASHINGTON AVE,57042,108602,MADISON REGIONAL HEALTH SYSTEM,437054,1994-10-06,Non - Profit Private,2009-10-06,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Spink,REDFIELD,1005 W 1ST ST UNIV PLZ STE 2  POST OFFICE BOX 420,57469,108802,COMMUNITY MEMORIAL HOSPITAL HOME HEALTH,437055,1995-01-06,Non - Profit Private,2010-01-06,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Minnehaha,SIOUX FALLS,3608 S SOUTHEASTERN AVE,57103,108827,INTERIM HEALTHCARE,437056,1995-01-24,Proprietary,2010-01-24,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Union,ELK POINT,600 E LINCOLN ST,57025,108502,WEL HOME HEALTH OF ELK POINT,437057,1995-01-25,Proprietary,2010-01-25,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Moody,FLANDREAU,611 EAST 2ND AVE,57028,108552,WELCOV HOME HEALTH OF FLANDREAU,437059,1995-02-08,Proprietary,2010-02-08,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,McPherson,EUREKA,410 9TH ST  POST OFFICE BOX 517,57437,108527,EUREKA HOME HEALTH AGENCY,437063,1995-06-27,Non - Profit Other,2010-06-27,YES,YES,NO,YES,Not Available,
United States,South Dakota,SD,Roberts,SISSETON,205 ORCHARD DRIVE,57262,108927,COTEAU DES PRAIRIES HOSPITAL HOME HEALTH AGENCY,437067,1996-04-10,Non - Profit Private,2011-04-10,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Dewey,TIMBER LAKE,EAST CEMETERY RD HC 64 BOX 30,57656,108977,WEST WINDS HEALTH SERVICES,437070,1996-10-03,Proprietary,2011-10-03,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Marshall,BRITTON,413 9TH ST,57430,108427,MARSHALL COUNTY HEALTHCARE CENTER HOME HEALTH,437071,1996-10-25,Non - Profit Private,2011-10-25,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Deuel,CLEAR LAKE,701 3RD AVE SOUTH,57226,108477,SANFORD CLEAR LAKE MEDICAL CENTER,437072,1996-12-11,Proprietary,2011-12-11,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Butte,BELLE FOURCHE,2398 5TH AVE  SUITE 101,57717,108402,HEARTLAND HOME HEALTH LLC,437081,2008-07-09,Proprietary,2010-07-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,South Dakota,SD,Minnehaha,SIOUX FALLS,5116 S SOLBERG AVE,57108,108902,AVERA AT HOME,437084,2014-07-14,Non - Profit Religious,2016-07-14,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,South Dakota,SD,Pennington,RAPID CITY,1104 JACKSON BLVD SUITE B,57702,108777,GOOD SAMARITAN SOC-HOME HEALTH OF THE BLACK HILLS,437086,2015-10-19,Non - Profit Religious,2015-10-19,YES,YES,YES,YES,Not Available,
United States,South Dakota,SD,Minnehaha,SIOUX FALLS,2710 WEST 12TH STREET,57104,108852,SANFORD VISITING NURSES ASSOCIATION,437004,1966-12-19,Non - Profit Private,1996-12-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Fairfax (city),FAIRFAX,9900 MAIN STREET,22031,129627,INOVA VNA HOME HEALTH,497008,1976-10-01,Non - Profit Private,2006-10-01,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Fairfax (city),FAIRFAX,8315 LEE HIGHWAY - SUITE 202,22031,129627,PRO HEALTHCARE SERVICING LLC,497656,2010-05-26,Proprietary,2012-05-26,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Fairfax (city),FAIRFAX,9229 ARLINGTON BLVD,22031,129627,VIRGINIAN HOME HEALTH SERVICES,497662,2010-10-12,Non - Profit Other,2012-10-12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Portsmouth (city),PORTSMOUTH,485 RODMAN AVENUE,23707,130852,BON SECOURS HOME CARE,497245,1979-10-11,Non - Profit Religious,2009-10-11,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Virginia,VA,Fairfax,SPRINGFIELD,6800 BACKLICK ROAD SUITE 200,22150,131477,AMERICARE IN HOME NURSING,497255,1981-04-09,Proprietary,2001-04-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Fairfax,SPRINGFIELD,7414 SPRING VILLAGE DRIVE,22150,131477,GREENSPRING VILLAGE HOME SUPPORT SERVICES,497596,2005-03-24,Non - Profit Other,2007-03-24,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Harrisonburg (city),HARRISONBURG,2000 BERRY ROAD,22801,130127,SENTARA HOME CARE SERVICES,497256,1981-05-08,Non - Profit Other,2001-05-08,YES,YES,NO,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Harrisonburg (city),HARRISONBURG,370 NEFF AVENUE SUITE P,22801,130127,FIRST CHOICE HOME HEALTH SERVICES LLC,497320,1988-04-05,Proprietary,2008-04-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Harrisonburg (city),HARRISONBURG,579 EAST MARKET STREET,22801,130127,CONTINUING CARE HOME HEALTH SERVICES,497421,1988-06-21,Proprietary,2008-06-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Roanoke (city),ROANOKE,1615 FRANKLIN ROAD,24016,131277,CARILION HOME CARE SERVICES - ROANOKE,497258,1981-10-23,Non - Profit Other,2001-10-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Colonial Heights (city,COLONIAL HEIGHTS,23 DUNLAP VILLAGE CIRCLE,23834,129452,HEAVEN SENT BY HOME TOWN HEALTH CARE,497259,1981-12-11,Proprietary,2001-12-11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Colonial Heights (city,COLONIAL HEIGHTS,3601 BOULEVARD SUITE A,23834,129452,CARESOUTH HOMECARE PROFESSIONALS,497598,2005-07-12,Proprietary,2007-07-12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Radford (city),RADFORD,701 RANDOLPH STREET SUITE 110,24141,130952,CARILION HOME CARE SERVICES,497260,1982-01-13,Non - Profit Other,2002-01-13,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Virginia,VA,Radford (city),RADFORD,520 WEST MAIN STREET,24141,130952,INTREPID USA HEALTHCARE SERVICES,497407,1987-02-06,Proprietary,2007-02-06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Virginia Beach (city),VIRGINIA BEACH,516 S INDEPENDENCE BLVD  SUITE 106,23452,131752,INTERIM HEALTHCARE,497264,1982-05-05,Proprietary,2002-05-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Virginia Beach (city),VIRGINIA BEACH,124 S LYNNHAVEN RD STE 101,23452,131752,VIRGINIA HEALTHCARE SERVICES OF NORFOLK LLC,497672,2011-09-21,Proprietary,2013-09-21,YES,YES,YES,YES,Not Available,
United States,Virginia,VA,Portsmouth (city),PORTSMOUTH,516 LONDON STREET,23704,130827,EDMARC HOSPICE FOR CHILDREN,497263,1982-06-11,Non - Profit Other,2002-06-11,YES,NO,NO,NO,Not Available,
United States,Virginia,VA,Portsmouth (city),PORTSMOUTH,801 COURT STREET,23704,130827,FAMILY CARE SENIOR SOLUTIONS,497015,1985-05-30,Proprietary,2005-05-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Portsmouth (city),PORTSMOUTH,301 GOODE WAY - SUITE 104,23704,130827,MORRISON HOME HEALTH AGENCY,497683,2012-04-03,Proprietary,2014-04-03,YES,YES,YES,YES,Not Available,
United States,Virginia,VA,Chesapeake (city),CHESAPEAKE,535 INDEPENDENCE PARKWAY SUITE 200,23320,129302,SENTARA HOMECARE SERVICES,497268,1982-07-01,Non - Profit Other,2002-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Chesapeake (city),CHESAPEAKE,667 KINGSBOROUGH SQUARE SUITE 201,23320,129302,COMFORTCARE HOME HEALTH AND HOSPICE,497279,1983-12-16,Government - Local,2003-12-16,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Chesapeake (city),CHESAPEAKE,1112 B EDEN WAY NORTH SUITE 200,23320,129302,MEDI HOME HEALTH AGENCY OF TIDEWATER,497580,2003-06-05,Proprietary,2005-06-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Chesapeake (city),CHESAPEAKE,2147 OLD GREENBRIER ROAD - SUITE A,23320,129302,NIGHTINGALE HOME HEALTH SERVICE,497654,2010-03-02,Proprietary,2012-03-02,YES,YES,YES,YES,Not Available,
United States,Virginia,VA,Virginia Beach (city),VIRGINIA BEACH,5544 GREENWICH ROAD SUITE 300,23462,131802,GENTIVA HEALTH SERVICES - VA BEACH,497271,1982-10-21,Proprietary,2002-10-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Virginia Beach (city),VIRGINIA BEACH,5000 CORPORATE WOODS DRIVE - SUITE 400,23462,131802,JEWISH FAMILY SERVICE OF TIDEWATER INC,497553,1998-12-03,Non - Profit Private,2013-12-03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Virginia Beach (city),VIRGINIA BEACH,804 NEWTOWN ROAD SUITE 101,23462,131802,HOPE IN-HOME CARE INC,497583,2003-09-17,Proprietary,2005-09-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Virginia Beach (city),VIRGINIA BEACH,5029 CORPORATE WOODS DR SUITE C100,23462,131802,ENCOMPASS HOME HEALTH OF VIRGINIA,497644,2008-11-22,Proprietary,2010-11-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Virginia Beach (city),VIRGINIA BEACH,5716 CLEVELAND STREET - SUITE 170,23462,131802,FNI HEALTHCARE INC,497702,2013-12-23,Proprietary,2015-12-23,YES,YES,YES,YES,Not Available,
United States,Virginia,VA,Fredericksburg (city),ENON,2300 FALL HILL AVENUE - SUITE 401,22401,129577,MARY WASHINGTON HOME HEALTH AGENCY,497272,1982-11-01,Non - Profit Private,2002-11-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Botetourt,ROANOKE,5221 VALLEY PARK DRIVE SUITE 1A,24019,131327,AMEDISYS HOME HEALTH CARE,497275,1983-06-01,Proprietary,2003-06-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Botetourt,ROANOKE,5369 PETERS CREEK ROAD,24019,131327,MEDI HOME HEALTH AND HOSPICE,497096,1993-10-29,Proprietary,2008-10-29,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Lynchburg (city),LYNCHBURG,1204 FENWICK DRIVE,24503,130352,CENTRA HEALTH HOME HEALTH SERVICES,497278,1983-09-29,Non - Profit Private,2003-09-29,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Fauquier,WARRENTON,23 WINCHESTER STREET,20186,131852,MID ATLANTIC HOME HEALTH,497281,1984-01-03,Proprietary,2004-01-03,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Fauquier,WARRENTON,170 W SHIRLEY AVENUE SUITE 101,20186,131852,FAUQUIER HEALTH HOME CARE SERVICES,497299,1984-09-19,Proprietary,2004-09-19,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Augusta,FISHERSVILLE,64 SPORTS MEDICINE DRIVE,22939,129827,AUGUSTA HEALTH CARE INC,497285,1984-03-13,Non - Profit Private,2004-03-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Wise,WISE,165 PLAZA ROAD SUITE 20,24293,131927,ADVANCED HOME CARE INC,497288,1984-04-12,Non - Profit Private,2004-04-12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Wise,WISE,716 SPRING AVENUE,24293,131927,NORTON COMMUNITY HOSPITAL HOME HEALTH,497068,1986-05-08,Non - Profit Private,2006-05-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Wise,WISE,201 NOTTINGHAM AVE,24293,131927,IN HOME CARE  INC,497569,2001-06-27,Proprietary,2003-06-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Newport News (city),NEWPORT NEWS,200 ENTERPRISE DRIVE,23603,130627,SENTARA HOME CARE SERVICES,497294,1984-05-01,Non - Profit Other,2004-05-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Halifax,SOUTH BOSTON,2204 WILBORN AVENUE,24592,131427,SENTARA HALIFAX HOME HEALTH,497287,1984-05-02,Non - Profit Private,2004-05-02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Halifax,SOUTH BOSTON,425 MAIN ST,24592,131427,COMMONWEALTH HOME HEALTH INC,497021,1985-07-25,Proprietary,2005-07-25,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Staunton (city),STAUNTON,THE SHOPS AT 222 - 106 ROWE ROAD SUITE 103,24401,131527,INTREPID USA HEALTHCARE SERVICES,497292,1984-06-15,Proprietary,2004-06-15,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Staunton (city),STAUNTON,729 RICHMOND AVENUE SUITE B,24401,131527,AMEDISYS HOME HEALTH CARE,497646,2009-03-05,Proprietary,2011-03-05,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Virginia,VA,Emporia (city),EMPORIA,201 HICKSFORD AVENUE,23847,129552,SOUTHERN VIRGINIA REGIONAL HOME HEALTH,497289,1984-06-22,Proprietary,2004-06-22,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Franklin,ROCKY MOUNT,390 SOUTH MAIN ST SUITE 105,24151,131352,CARILION HOME CARE FRANKLIN,497038,1984-11-21,Non - Profit Other,2004-11-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Galax (city),GALAX,818 GLENDALE ROAD SUITE 1,24333,130027,TWIN COUNTY REGIONAL HOME HEALTH,497040,1985-04-16,Proprietary,2005-04-16,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Galax (city),GALAX,2752 GLENDALE RD,24333,130027,SOUTHWEST VA HOME HEALTH CARE,497545,1998-06-30,Proprietary,2013-06-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Galax (city),GALAX,28 SHADE TREE LANE,24333,130027,BLUE RIDGE HOME HEALTH CARE,497643,2009-01-14,Proprietary,2011-01-14,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Washington,ABINGDON,611 CAMPUS DRIVE SUITE 300,24210,128752,HOME NURSING SERVICES OF SOUTHWEST VA INC,497044,1985-04-25,Proprietary,2005-04-25,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Washington,ABINGDON,312 CUMMINGS STREET,24210,128752,JOHNSTON MEMORIAL HOSPITAL HOME HEALTH,497492,1995-02-07,Non - Profit Other,2010-02-07,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Washington,ABINGDON,16009 PORTERFIELD HIGHWAY,24210,128752,AMEDISYS HOME HEALTH CARE,497566,2000-12-20,Proprietary,2002-12-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Washington,ABINGDON,330 CUMMINGS STREET  SUITE A,24210,128752,AMERICAN HOME CARE LLC,497637,2008-06-19,Proprietary,2010-06-19,YES,YES,YES,YES,Not Available,
United States,Virginia,VA,Prince Edward,FARMVILLE,711 OAK STREET,23901,129802,SOUTHSIDE COMMUNITY HOSPITAL HOME CARE SERVICES,497055,1985-05-10,Proprietary,2005-05-10,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Prince Edward,FARMVILLE,816 EAST THIRD STREET,23901,129802,HOME RECOVERY HOME AID INC,497030,1985-09-24,Proprietary,2005-09-24,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Prince Edward,FARMVILLE,161 BUSH RIVER ROAD  SUITE 1,23901,129802,HOMEAID INC,497441,1990-11-01,Proprietary,2005-11-01,YES,YES,YES,YES,Not Available,
United States,Virginia,VA,Buckingham,NEW CANTON,26782 NORTH JAMES MADISON HIGHWAY,23123,130577,HOME HEALTH INC,497011,1985-07-02,Proprietary,2005-07-02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Albemarle,CHARLOTTESVILLE,540 GREENFIELD TERRACE,22901,129227,SENTARA HOME CARE SERVICES,497019,1985-07-03,Non - Profit Other,2005-07-03,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Tazewell,TAZEWELL,141 BEN BOLT AVENUE,24651,131652,CARILION HOME CARE SERVICES TAZEWELL,497018,1985-07-10,Non - Profit Other,2005-07-10,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Virginia,VA,Chesterfield,BON AIR,11525 MIDLOTHIAN TURNPIKE SUITE 103,23235,129077,BON SECOURS HOME HEALTH LLC,497026,1985-07-12,Non - Profit Religious,2005-07-12,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Virginia,VA,Chesterfield,BON AIR,1020 OLD BON AIR ROAD,23235,129077,ENCOMPASS HOME HEALTH OF VIRGINIA,497485,1994-12-29,Proprietary,2009-12-29,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
